"GroupId","PersonalId","HomePlanet","CryoSleep","Deck","Num","Side","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","FirstName","LastName","Transported"
6468,2,"Mars",TRUE,"F",1339,"P","TRAPPIST-1e",8,FALSE,0,0,0,0,0,"Guans","Crité",1
6468,3,"Mars",TRUE,"E",411,"P","TRAPPIST-1e",36,FALSE,0,0,0,0,0,"Elfs","Crité",0
6468,4,"Mars",FALSE,"D",204,"P","TRAPPIST-1e",32,TRUE,1179,0,4,0,0,"Unchal","Crité",0
6470,1,"Earth",FALSE,"E",432,"S","TRAPPIST-1e",19,FALSE,14,614,0,160,0,"Sterry","Chardst",0
6471,1,"Earth",FALSE,"G",1050,"S","TRAPPIST-1e",12,FALSE,0,0,0,0,0,"Adria","Cardners",1
6472,1,"Europa",TRUE,"B",250,"S","TRAPPIST-1e",21,FALSE,0,0,0,0,0,"Mahamak","Steary",1
6472,2,"Europa",TRUE,"B",250,"S","55 Cancri e",13,FALSE,0,0,0,0,0,"Cellah","Steary",1
6473,1,"Mars",TRUE,"F",1236,"S","TRAPPIST-1e",20,FALSE,0,0,0,0,0,"Koat","Chpie",1
6475,1,"Mars",TRUE,"F",1340,"P","TRAPPIST-1e",35,FALSE,0,0,0,0,234.373198843774,"Luse","Ses",1
6477,1,"Europa",FALSE,"D",196,"S","55 Cancri e",23,FALSE,0,44,0,3452,83,"Tabih","Witeronfus",0
6477,2,"Europa",FALSE,"D",196,"S","55 Cancri e",17,FALSE,0,311,6,4236,557,"Ranan","Witeronfus",0
6478,1,"Mars",FALSE,"E",412,"P","TRAPPIST-1e",29,FALSE,1290,0,6,1,0,"Cole","Hac",0
6480,1,"Earth",FALSE,"E",433,"S","TRAPPIST-1e",27,FALSE,352,14,1,407,15,"Jimmya","Dotsondez",0
6481,1,"Earth",FALSE,"G",1052,"S","TRAPPIST-1e",22,FALSE,89,0,795,0,3,"Jayne","Bulliamoses",1
6482,2,"Mars",TRUE,"F",1237,"S","TRAPPIST-1e",1,FALSE,0,0,0,0,0,"Dow","Letie",1
6482,3,"Mars",TRUE,"F",1237,"S","TRAPPIST-1e",7,FALSE,0,0,0,0,0,"Nutch","Letie",1
6487,1,"Earth",FALSE,"F",1343,"P","TRAPPIST-1e",26,FALSE,0,0,0,22,1030,"Marlie","Solon",0
6489,1,"Earth",TRUE,"G",1049,"P","TRAPPIST-1e",16,FALSE,0,0,0,0,0,"Elsane","Balley",0
6490,2,"Europa",FALSE,"C",201,"P","55 Cancri e",29,FALSE,0,889,0,4921,290,"Phecca","Ineded",0
6490,3,"Europa",FALSE,"C",201,"P","55 Cancri e",27,FALSE,0,6924,849,149,1166,"Tabiton","Ightive",1
6490,4,"Europa",FALSE,"C",201,"P","TRAPPIST-1e",42,FALSE,0,1972,0,108,5,"Marga","Ineded",1
6492,1,"Earth",TRUE,"G",1055,"S","PSO J318.5-22",28,FALSE,0,0,0,0,0,"Dawne","Bushallert",1
6494,1,"Mars",FALSE,"F",1344,"P","TRAPPIST-1e",38,FALSE,1192,5,1864,4287,0,"Oafron","Mushe",0
6501,1,"Earth",FALSE,"F",1240,"S","TRAPPIST-1e",21,FALSE,0,31,2076,77,0,"Candra","Weberts",1
6502,1,"Earth",FALSE,"G",1058,"S","TRAPPIST-1e",6,FALSE,0,0,0,0,0,"Thelix","Mcdanield",1
6503,1,"Earth",FALSE,"F",1347,"P","TRAPPIST-1e",27,FALSE,0,1,20,0,1363,"Billia","Mcfarley",0
6508,1,"Earth",FALSE,"F",1242,"S","PSO J318.5-22",32,FALSE,397,0,7,182,5,"Tonyn","Braymon",0
6509,1,"Earth",FALSE,"F",1243,"S","PSO J318.5-22",23,FALSE,601,0,113,0,39,"Belix","Adavisons",1
6511,1,"Earth",FALSE,"F",1348,"P","TRAPPIST-1e",22,FALSE,151,6,26,0,533,"Katen","Gainney",0
6511,2,"Earth",TRUE,"G",1055,"P","TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Trick","Gainney",0
6512,1,"Europa",FALSE,"A",80,"S","TRAPPIST-1e",2,FALSE,0,0,0,0,0,"Mediton","Oillepint",1
6512,2,"Europa",TRUE,"A",80,"S","TRAPPIST-1e",15.2928996190464,FALSE,0,0,0,0,0,"Photons","Drivery",1
6512,3,"Europa",FALSE,"A",80,"S","TRAPPIST-1e",28,FALSE,0,3527,1,2929,2236,"Hekaton","Goortedant",0
6513,1,"Mars",FALSE,"F",1244,"S","TRAPPIST-1e",20,FALSE,57,0,1185,0,0,"Cuses","Pread",0
6514,1,"Europa",FALSE,"B",251,"S","55 Cancri e",28,TRUE,19,22,2974,3603,158,"Preo","Openduave",0
6514,2,"Europa",FALSE,"B",251,"S","TRAPPIST-1e",42,FALSE,0,6244,0,10912,4,"Gravior","Stersetery",0
6517,1,"Earth",FALSE,"F",1350,"P","PSO J318.5-22",32,FALSE,388,0,0,439,0,"Warry","Bertiz",0
6520,1,"Earth",FALSE,"G",1060,"S","TRAPPIST-1e",19,FALSE,0,4,0,1785,3,"Erie","Horndley",0
6522,1,"Earth",FALSE,"F",1245,"S","55 Cancri e",20,FALSE,0,0,715,2,0,"Breney","Garden",1
6523,1,"Earth",TRUE,"F",1246,"S","PSO J318.5-22",20,FALSE,0,0,0,0,0,"Derine","Bardina",1
6525,1,"Earth",TRUE,"F",1248,"S","TRAPPIST-1e",21,FALSE,0,20,1540,80,512,"Neila","Cardners",0
6525,2,"Earth",TRUE,"G",1061,"S","PSO J318.5-22",32,FALSE,0,0,0,0,0,"Mistie","Cardners",1
6525,3,"Earth",TRUE,"G",1061,"S","TRAPPIST-1e",16,FALSE,0,0,0,0,0,"Raceky","Cardners",1
6526,2,"Earth",FALSE,"G",1056,"P","55 Cancri e",12,FALSE,0,0,0,0,0,"Robina","Larks",0
6529,1,"Earth",TRUE,"G",1063,"S","PSO J318.5-22",21,FALSE,0,0,0,0,0,"Davis","Williotters",1
6530,1,"Mars",FALSE,"E",436,"S","TRAPPIST-1e",31,FALSE,127,76,976,118,0,"Neysma","Bun",0
6531,1,"Earth",TRUE,"G",1064,"S","55 Cancri e",18,FALSE,0,0,0,0,1370.38159541674,"Rena","Hineyley",1
6535,1,"Mars",FALSE,"E",415,"P","TRAPPIST-1e",35,FALSE,771,0,183,0,0,"Powl","Cread",0
6539,1,"Europa",FALSE,"C",242,"S","TRAPPIST-1e",44,FALSE,0,819,835,266,4056,"Diskeh","Hednigic",0
6540,1,"Earth",FALSE,"G",1059,"P","TRAPPIST-1e",13,FALSE,0,671,0,8,0,"Fany","Cleminglas",1
6541,1,"Earth",FALSE,"F",1356,"P","TRAPPIST-1e",21,FALSE,0,717,0,0,0,"Monah","Lowelliott",0
6545,1,"Earth",FALSE,"F",1250,"S","TRAPPIST-1e",4.85649778009496,FALSE,0,1362,0,1267,0,"Bony","Shieldson",1
6546,1,"Earth",FALSE,"G",1060,"P","TRAPPIST-1e",34,FALSE,228,0,150,15,1,"Bretty","Pottonalden",0
6549,1,"Mars",FALSE,"F",1251,"S","TRAPPIST-1e",31,FALSE,1979,0,2,112,0,"Eclass","Flate",0
6549,2,"Mars",FALSE,"D",198,"S","TRAPPIST-1e",61,FALSE,1143,0,580,0,0,"Llat","Flate",0
6552,1,"Europa",FALSE,"G",1061,"P","TRAPPIST-1e",20,FALSE,0,564,25,158,62,"Fayey","Webstenson",0
6553,1,"Earth",FALSE,"F",1360,"P","PSO J318.5-22",39,FALSE,0,0,0,0,744,"Bel","Phillis",0
6556,1,"Mars",TRUE,"F",1362,"P","TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Nes","Gine",1
6556,2,"Mars",TRUE,"F",1362,"P","55 Cancri e",68,FALSE,0,0,0,0,0,"Morms","Gine",1
6557,1,"Europa",FALSE,"E",417,"P","55 Cancri e",38,FALSE,0,201,0,1308,4085,"Batares","Airdring",0
6558,1,"Earth",FALSE,"F",1363,"P","TRAPPIST-1e",31,FALSE,3,0,0,747,43,"Philda","Cleminglas",1
6562,1,"Earth",FALSE,"F",1364,"P","TRAPPIST-1e",27,FALSE,0,0,23,30,815,"Beathy","Stephendsey",0
6563,2,"Earth",FALSE,"G",1067,"S","TRAPPIST-1e",30,FALSE,0,123,0,1,784,"Juanna","Gainney",0
6565,1,"Mars",FALSE,"E",437,"S","TRAPPIST-1e",40,FALSE,2081,1,0,0,25,"Lakes","Emead",0
6565,2,"Mars",FALSE,"F",1255,"S","TRAPPIST-1e",59,FALSE,126,0,127,11,1393,"Wors","Emead",0
6567,1,"Earth",TRUE,"G",1063,"P","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Maryne","Buchansen",0
6569,1,"Earth",TRUE,"G",1064,"P","55 Cancri e",58,FALSE,0,0,0,0,0,"Loisey","Slatessen",1
6572,1,"Earth",FALSE,"F",1256,"S","TRAPPIST-1e",24,FALSE,0,4,336,304,0,"Geney","Rothewson",0
6578,2,"Mars",TRUE,"F",1259,"S","TRAPPIST-1e",16,FALSE,0,0,0,0,0,"Guits","Stre",1
6582,1,"Europa",FALSE,"A",66,"P","55 Cancri e",25,FALSE,0,1538,97,530,35,"Sitron","Platch",0
6583,1,"Europa",FALSE,"B",254,"S","TRAPPIST-1e",13,FALSE,0,100,12253,6,80,"Charda","Sunlove",1
6583,2,"Europa",FALSE,"B",254,"S","55 Cancri e",53,FALSE,0,2606,0,1170,0,"Zinon","Asivetfuel",1
6585,1,"Earth",TRUE,"G",1071,"S","TRAPPIST-1e",21,FALSE,0,0,0,0,0,"Becca","Hornettoney",1
6588,2,"Earth",TRUE,"G",1073,"S","TRAPPIST-1e",20,FALSE,0,0,0,0,0,"Annon","Moodsey",1
6592,1,"Mars",TRUE,"F",1262,"S","TRAPPIST-1e",21,FALSE,0,0,0,0,0,"Ranutz","Meate",1
6593,1,"Earth",FALSE,"F",1370,"P","PSO J318.5-22",38.5351248833289,FALSE,0,67,661,0,0,"Keitha","Matts",1
6593,2,"Earth",FALSE,"F",1370,"P","TRAPPIST-1e",26,FALSE,0,666,0,0,58,"Scotty","Matts",0
6594,1,"Earth",TRUE,"G",1067,"P","55 Cancri e",34,FALSE,0,0,0,0,0,"Jord","Schmondez",1
6598,1,"Mars",TRUE,"F",1263,"S","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Panter","Mepie",1
6601,1,"Earth",FALSE,"F",1372,"P","TRAPPIST-1e",24,FALSE,2,0,0,52,638,"Debora","Farrez",0
6602,1,"Earth",FALSE,"F",1265,"S","TRAPPIST-1e",62,FALSE,94,267,2341,94,0,"Davis","Cookson",1
6603,1,"Mars",FALSE,"D",208,"P","TRAPPIST-1e",25,FALSE,68,0,3700,0,0,"Beres","Conca",1
6604,1,"Europa",TRUE,"C",205,"P","55 Cancri e",42,FALSE,0,0,0,0,0,"Coxaron","Unsive",1
6606,1,"Earth",FALSE,"F",1266,"S","PSO J318.5-22",25,FALSE,166,0,520,0,0,"Regana","Kellyons",0
6608,1,"Earth",FALSE,"F",1374,"P","TRAPPIST-1e",21,FALSE,588,0,17,0,1548,"Brada","Rochaserry",0
6609,1,"Mars",TRUE,"E",420,"P","TRAPPIST-1e",17,FALSE,0,0,0,0,0,"NONE","NONE",0
6611,1,"Earth",FALSE,"E",421,"P","55 Cancri e",41,FALSE,635,0,7,0,0,"Breney","Philloway",1
6611,2,"Earth",TRUE,"G",1069,"P","TRAPPIST-1e",50,FALSE,0,0,0,0,0,"Briany","Philloway",0
6611,3,"Earth",FALSE,"F",1375,"P","PSO J318.5-22",20,FALSE,0,90,561,2,0,"Nelley","Philloway",1
6613,1,"Earth",TRUE,"G",1078,"S","TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Darry","Sawyerson",1
6614,1,"Mars",TRUE,"F",1268,"S","TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Naffsh","Katte",1
6616,1,"Earth",FALSE,"F",1377,"P","TRAPPIST-1e",20,FALSE,2532,1,0,59,10,"Janita","Webstephrey",1
6622,2,"Earth",TRUE,"G",1070,"P","TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Gwendy","Lynnerett",1
6623,1,"Europa",TRUE,"B",218,"P","55 Cancri e",38,FALSE,146.166199067543,0,0,0,0,"Saxinon","Geraing",1
6624,1,"Earth",FALSE,"G",1071,"P","TRAPPIST-1e",44,FALSE,1175,0,13,642,498,"Oraryn","Prickmantes",0
6625,2,"Earth",FALSE,"F",1379,"P","55 Cancri e",15,FALSE,3,854,23,0,0,"Hughy","Garden",0
6628,1,"Earth",FALSE,"F",1381,"P","TRAPPIST-1e",29,FALSE,0,0,272,394,50,"NONE","NONE",0
6631,1,"Europa",FALSE,"C",208,"P","TRAPPIST-1e",27,FALSE,0,1891,0,2167,0,"Etamino","Suasharic",0
6633,1,"Europa",FALSE,"B",255,"S","TRAPPIST-1e",26,FALSE,0,0,0,0,0,"Nunkib","Motive",1
6634,2,"Europa",TRUE,"C",574.972530043527,"P","TRAPPIST-1e",64,FALSE,0,0,0,0,0,"Alasmon","Dischod",1
6635,1,"Europa",FALSE,"C",209,"P","TRAPPIST-1e",17,FALSE,0,1339,26,244,15,"Giebara","Entratable",0
6635,2,"Europa",FALSE,"C",209,"P","55 Cancri e",45,FALSE,0,313,1791,414,1675,"Nusakab","Entratable",0
6637,1,"Mars",FALSE,"F",1271,"S","TRAPPIST-1e",27,FALSE,1228,0,0,0,0,"Tibers","Sinda",0
6638,1,"Earth",TRUE,"G",1074,"P","TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Scotty","Hurchez",0
6639,1,"Earth",TRUE,"G",1075,"P","PSO J318.5-22",18,FALSE,0,0,0,0,0,"Nelsie","Strony",1
6641,1,"Europa",TRUE,"C",247,"S","TRAPPIST-1e",26,FALSE,0,0,0,0,0,"Algork","Diateous",1
6641,2,"Europa",TRUE,"C",247,"S","55 Cancri e",39,FALSE,0,0,0,0,0,"Coxak","Diateous",1
6642,1,"Earth",TRUE,"G",1081,"S","TRAPPIST-1e",59,FALSE,0,0,0,0,0,"Andra","Cohendright",1
6643,1,"Earth",FALSE,"F",1272,"S","TRAPPIST-1e",20,FALSE,0,6,24,0,672,"Hughy","Foxter",0
6645,1,"Earth",TRUE,"G",1083,"S","55 Cancri e",17,FALSE,0,0,0,0,0,"Lanedy","Scotterkins",1
6646,1,"Earth",TRUE,"G",1084,"S","TRAPPIST-1e",47,FALSE,0,0,0,0,0,"Eduard","Campson",1
6647,1,"Earth",FALSE,"F",1273,"S","PSO J318.5-22",29,FALSE,2,3,1501,26,0,"Coreen","Hermane",1
6649,1,"Earth",FALSE,"F",1274,"S","TRAPPIST-1e",16,FALSE,606.347769743093,0,265,0,0,"Andan","Wartyson",0
6650,1,"Earth",FALSE,"G",1077,"P","TRAPPIST-1e",48,FALSE,12,0,0,0,796,"Joelan","Beasleyes",0
6652,1,"Earth",FALSE,"E",110.367824878442,"P","PSO J318.5-22",39,FALSE,0,69,29,424,18,"Amyra","Hersons",0
6654,1,"Earth",TRUE,"G",1086,"S","55 Cancri e",28,FALSE,0,0,0,0,0,"Inette","Griffince",1
6656,1,"Europa",TRUE,"B",221,"P","TRAPPIST-1e",34,FALSE,0,0,0,0,0,"Naviton","Suarging",1
6659,1,"Mars",TRUE,"F",1383,"P","TRAPPIST-1e",37,FALSE,0,0,0,0,0,"Jifes","Stpie",1
6660,1,"Earth",FALSE,"F",1384,"P","TRAPPIST-1e",47,FALSE,590,0,47,3,53,"Debora","Horndley",0
6662,1,"Earth",FALSE,"G",1087,"S","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Coryl","Whitez",0
6663,1,"Earth",FALSE,"G",1079,"P","TRAPPIST-1e",20,FALSE,402,25,9,373,0,"Almara","Hickerson",0
6664,1,"Earth",FALSE,"G",1088,"S","TRAPPIST-1e",18,FALSE,0,0,827,0,0,"Annaha","Barnoldeney",1
6665,1,"Europa",TRUE,"B",222,"P","55 Cancri e",17,FALSE,0,0,0,0,0,"Alraium","Disivering",1
6665,2,"Europa",FALSE,"B",222,"P","TRAPPIST-1e",18,FALSE,4,1337,0,0,182,"Sabireo","Disivering",0
6665,4,"Europa",FALSE,"B",222,"P","55 Cancri e",35,FALSE,0,2504,0,0,5496,"Saiphda","Disivering",0
6667,1,"Europa",TRUE,"C",248,"S","TRAPPIST-1e",48,FALSE,0,0,0,0,0,"Avijava","Cisorter",1
6668,1,"Earth",FALSE,"G",1089,"S","TRAPPIST-1e",68,FALSE,0,0,649,0,239,"NONE","NONE",1
6668,2,"Earth",FALSE,"G",1089,"S","TRAPPIST-1e",27,FALSE,17,65,74,1548,18,"Craine","Walston",0
6669,1,"Earth",FALSE,"E",423,"P","55 Cancri e",28,FALSE,32,0,304,291,2,"Delley","Kiddley",1
6670,1,"Earth",FALSE,"F",1278,"S","TRAPPIST-1e",37,FALSE,864,35,0,0,0,"Nancey","Burchard",0
6671,2,"Mars",FALSE,"F",1279,"S","TRAPPIST-1e",31,FALSE,1002,0,15,0,0,"Tot","Mare",1
6671,3,"Mars",FALSE,"E",440,"S","55 Cancri e",14,FALSE,1880,0,15,0,0,"Salros","Mare",0
6672,1,"Mars",FALSE,"F",1387,"P","TRAPPIST-1e",1,FALSE,0,0,0,0,0,"Oafron","Deva",1
6672,3,"Mars",FALSE,"E",424,"P","PSO J318.5-22",30,FALSE,77,71,1147,0,0,"Sweal","Deva",0
6672,4,"Mars",TRUE,"F",1387,"P","TRAPPIST-1e",11,FALSE,0,0,0,0,0,"Coass","Deva",1
6673,1,"Earth",FALSE,"E",425,"P","TRAPPIST-1e",45,FALSE,1595,0,0,0,13,"Sonnie","Phillis",0
6674,1,"Europa",FALSE,"E",426,"P","TRAPPIST-1e",29,FALSE,0,841,0,1733,11,"Wezna","Swirring",0
6674,2,"Europa",TRUE,"E",426,"P","TRAPPIST-1e",32,FALSE,0,0,0,0,0,"Meron","Slowatic",1
6674,5,"Europa",FALSE,"E",426,"P","TRAPPIST-1e",25,FALSE,0,4,0,1525,475,"Jihda","Swirring",0
6675,2,"Earth",FALSE,"E",427,"P","PSO J318.5-22",24,FALSE,61,0,0,0,1495,"NONE","NONE",0
6676,1,"Europa",TRUE,"D",200,"S","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Errak","Ourcul",1
6680,1,"Earth",FALSE,"G",1082,"P","TRAPPIST-1e",36,FALSE,102.146241507324,361,512,34,0,"Letta","Puckley",1
6681,1,"Earth",FALSE,"F",1280,"S","55 Cancri e",22,FALSE,0,833,381,0,12,"Belly","Lerez",1
6683,1,"Earth",TRUE,"G",1083,"P","PSO J318.5-22",32,FALSE,0,0,0,0,0,"Patsyn","Coolerson",1
6684,1,"Europa",FALSE,"C",210,"P","TRAPPIST-1e",57,FALSE,0,218,0,8522,0,"Geons","Exhaft",0
6684,3,"Europa",FALSE,"C",210,"P","TRAPPIST-1e",46,FALSE,0,370,0,2395,1638,"Duhrkab","Exhaft",0
6691,1,"Earth",FALSE,"F",1390,"P","TRAPPIST-1e",28,FALSE,62,202,542,0,0,"Pamont","Schwardson",1
6692,1,"Europa",TRUE,"B",256,"S","55 Cancri e",26,FALSE,0,0,0,0,0,"Sino","Syncepul",1
6693,1,"Earth",FALSE,"E",428,"P","TRAPPIST-1e",55,FALSE,0,0,719,274,0,"Cinda","Cleman",0
6694,1,"Earth",TRUE,"G",1084,"P","TRAPPIST-1e",66,FALSE,0,0,93.1272332320261,0,0,"Ger","Mcneiley",1
6697,1,"Earth",FALSE,"G",1085,"P","TRAPPIST-1e",20,FALSE,0,1,34,0,774,"Mariel","Irwines",0
6698,1,"Earth",FALSE,"F",1393,"P","PSO J318.5-22",31,FALSE,239,321,0,0,124,"Julion","Hayersents",0
6699,1,"Mars",FALSE,"E",429,"P","TRAPPIST-1e",13,FALSE,0,0,0,0,0,"Powhex","Paie",0
6702,1,"Earth",TRUE,"G",1087,"P","TRAPPIST-1e",50,FALSE,0,0,0,0,0,"Dell","Carverson",1
6706,2,"Europa",TRUE,"B",224,"P","TRAPPIST-1e",25,FALSE,0,0,0,0,0,"Arix","Dishocatal",1
6708,1,"Europa",FALSE,"A",67,"P","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Muonons","Sysilstict",1
6708,2,"Europa",FALSE,"A",67,"P","TRAPPIST-1e",2,FALSE,0,0,0,0,91.3584384713403,"NONE","NONE",1
6708,3,"Europa",FALSE,"A",67,"P","TRAPPIST-1e",36,FALSE,994,526,0,7,1279,"Furuson","Sysilstict",0
6708,6,"Europa",TRUE,"A",67,"P","55 Cancri e",41,TRUE,0,0,0,0,233.695611090878,"Shamak","Sysilstict",1
6709,1,"Earth",TRUE,"G",1092,"S","TRAPPIST-1e",22,FALSE,0,0,0,0,0,"Lanedy","Antoshipson",1
6713,1,"Earth",FALSE,"F",1395,"P","55 Cancri e",24,FALSE,700,0,0,0,0,"Raulia","Sweene",0
6718,1,"Earth",FALSE,"G",1088,"P","TRAPPIST-1e",37,FALSE,18,238,0,528,0,"Dawne","Mcfaddoxter",0
6718,2,"Earth",TRUE,"G",1088,"P","TRAPPIST-1e",5,FALSE,0,0,0,0,0,"Timmy","Mcfaddoxter",0
6718,3,"Earth",TRUE,"G",1088,"P","TRAPPIST-1e",13.7570098496367,FALSE,0,0,0,0,0,"Garlie","Mcfaddoxter",1
6719,1,"Mars",TRUE,"F",1396,"P","TRAPPIST-1e",41,FALSE,0,0,0,0,0,"Panter","Cres",1
6720,1,"Europa",FALSE,"A",81,"S","TRAPPIST-1e",44,FALSE,0,0,0,0,0,"Genubik","Guieroolow",1
6721,1,"Earth",TRUE,"G",1095,"S","TRAPPIST-1e",23,FALSE,0,0,0,0,0,"Lan","Cleminglas",1
6722,1,"Europa",TRUE,"E",445,"S","55 Cancri e",28,FALSE,0,0,0,0,0,"Phargak","Dicely",1
6722,2,"Europa",FALSE,"E",445,"S","55 Cancri e",27,FALSE,0,33,9,1847,2035,"Saleh","Dicely",0
6722,3,"Europa",TRUE,"E",445,"S","55 Cancri e",40,FALSE,0,0,0,0,0,"Skyrmak","Dicely",1
6724,1,"Europa",TRUE,"C",213,"P","55 Cancri e",27,FALSE,0,0,0,0,0,"Jihoton","Haftent",1
6724,2,"Europa",TRUE,"C",213,"P","55 Cancri e",17,FALSE,0,0,0,0,0,"Scelava","Haftent",1
6727,1,"Earth",FALSE,"G",1090,"P","TRAPPIST-1e",29,FALSE,0,316,0,1398.68715082782,338,"Andyn","Humphreyes",1
6729,1,"Europa",FALSE,"A",82,"S","TRAPPIST-1e",41,FALSE,0,371,0,1701,21,"Becruxa","Dedometeel",0
6729,2,"Europa",TRUE,"A",82,"S","55 Cancri e",48,FALSE,0,0,0,0,0,"Izarkar","Dedometeel",1
6729,3,"Europa",FALSE,"A",82,"S","TRAPPIST-1e",27,FALSE,2664,15,0,109,2,"Rassias","Brathful",0
6734,1,"Europa",FALSE,"C",249,"S","55 Cancri e",47,FALSE,0,2699,0,671,8,"Pleion","Sparsaxle",1
6734,2,"Europa",TRUE,"C",249,"S","55 Cancri e",14,FALSE,0,0,0,0,0,"Shail","Sparsaxle",1
6734,3,"Europa",TRUE,"C",249,"S","55 Cancri e",37,TRUE,0,0,0,0,0,"Alhaino","Sparsaxle",1
6734,4,"Europa",TRUE,"C",249,"S","55 Cancri e",33,FALSE,0,0,0,0,0,"Wein","Sparsaxle",1
6736,1,"Mars",FALSE,"D",203,"S","TRAPPIST-1e",33,FALSE,1373,0,23,920,6,"Frunk","Erry",1
6739,1,"Earth",FALSE,"G",1097,"S","TRAPPIST-1e",44,FALSE,0,714,174,0,0,"Ninaha","Stantiagord",1
6741,1,"Earth",FALSE,"G",1098,"S","TRAPPIST-1e",37,FALSE,0,1190,4,455,71,"Heald","Reyersendry",1
6741,2,"Earth",FALSE,"F",1286,"S","PSO J318.5-22",18,FALSE,103,0,181,1611,22,"Jeandy","Reyersendry",0
6742,1,"Earth",FALSE,"F",1287,"S","TRAPPIST-1e",33,FALSE,1288,2,0,0,1,"Elanie","Talls",1
6744,1,"Mars",FALSE,"F",1399,"P","TRAPPIST-1e",21,FALSE,1244,0,1119,0,3,"Blakes","Nan",0
6744,2,"Mars",FALSE,"F",1399,"P","TRAPPIST-1e",38,FALSE,1717,16,39,0,48,"Ane","Nan",0
6744,3,"Mars",FALSE,"D",212,"P","55 Cancri e",16,FALSE,1337,0,2614,0,0,"Crick","Nan",0
6744,4,"Mars",TRUE,"E",431,"P","TRAPPIST-1e",58,FALSE,0,0,0,0,0,"Frus","Nan",0
6744,5,"Mars",FALSE,"E",431,"P","TRAPPIST-1e",41,FALSE,1203,756,140,0,0,"Row","Nan",0
6745,1,"Earth",FALSE,"F",1400,"P","PSO J318.5-22",28,FALSE,545,0,501,0,0,"Jimmyn","Mcinton",0
6746,1,"Earth",TRUE,"G",1092,"P","TRAPPIST-1e",28,FALSE,0,0,0,0,0,"Luison","Mcinton",1
6747,1,"Europa",TRUE,"C",215,"P","TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Duhrak","Alaxed",1
6748,1,"Mars",TRUE,"F",1289,"S","TRAPPIST-1e",27,FALSE,0,0,0,0,0,"Cank","Scake",1
6748,2,"Mars",FALSE,"F",1289,"S","TRAPPIST-1e",7,FALSE,0,0,0,0,0,"Gra","Scake",1
6748,3,"Mars",FALSE,"F",1289,"S","TRAPPIST-1e",25,FALSE,1610,29,6,0,0,"Gut","Scake",0
6748,4,"Mars",FALSE,"D",205,"S","TRAPPIST-1e",34,FALSE,470,0,2,45,539,"Moss","Scake",0
6749,1,"Earth",FALSE,"G",1093,"P","TRAPPIST-1e",21,FALSE,0,13,813,0,0,"Luzel","Barrelliver",1
6751,1,"Mars",TRUE,"F",1290,"S","TRAPPIST-1e",23,FALSE,0,0,0,0,0,"Trisp","Berle",1
6751,2,"Mars",TRUE,"E",446,"S","TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Fal","Berle",0
6753,1,"Europa",TRUE,"B",226,"P","TRAPPIST-1e",50,FALSE,0,0,0,0,0,"Stra","Frablerly",1
6753,2,"Europa",FALSE,"B",226,"P","TRAPPIST-1e",25,FALSE,0,0,0,0,0,"Aldibi","Frablerly",0
6754,1,"Europa",FALSE,"C",250,"S","TRAPPIST-1e",25,TRUE,0,4209,0,2,896,"Marin","Gealably",1
6756,1,"Earth",FALSE,"F",1402,"P","TRAPPIST-1e",23,FALSE,0,0,12,726,19,"Winia","Pittson",0
6756,2,"Earth",FALSE,"G",1095,"P","PSO J318.5-22",46,FALSE,0,0,743,4,6,"Monah","Pittson",1
6757,1,"Mars",FALSE,"F",1292,"S","TRAPPIST-1e",53,FALSE,1964,0,635,0,0,"Eaturs","Dato",0
6760,1,"Mars",FALSE,"F",1404,"P","PSO J318.5-22",30,FALSE,51,0,1373,0,5,"Shex","Pri",1
6762,1,"Earth",FALSE,"F",1293,"S","55 Cancri e",54,FALSE,0,704,0,0,0,"Monard","Jenkinnedy",0
6764,1,"Mars",FALSE,"F",1294,"S","TRAPPIST-1e",32,FALSE,2937,60,696,0,0,"Single","Rake",0
6765,1,"Mars",TRUE,"F",1295,"S","TRAPPIST-1e",55,FALSE,0,0,0,0,0,"Lifes","Fache",1
6766,1,"Earth",FALSE,"G",1098,"P","PSO J318.5-22",16,FALSE,399,0,3,0,137,"Viviay","Nieldson",0
6766,3,"Earth",TRUE,"G",1098,"P","TRAPPIST-1e",3,FALSE,0,0,0,0,0,"Reneen","Warrishales",1
6774,1,"Earth",TRUE,"G",1100,"P","TRAPPIST-1e",45,FALSE,0,0,0,0,0,"Jord","Steinardson",1
6774,2,"Earth",TRUE,"G",1100,"P","TRAPPIST-1e",6,FALSE,0,0,0,0,0,"Donnie","Steinardson",0
